Geography,Year,Gender,Age,Value
South Yarra,2029,Female,Age 5-9,83
South Yarra,2030,Female,Age 5-9,86
South Yarra,2031,Female,Age 5-9,89
South Yarra,2032,Female,Age 5-9,92
South Yarra,2033,Female,Age 5-9,93
South Yarra,2034,Female,Age 5-9,94
South Yarra,2035,Female,Age 5-9,95
South Yarra,2036,Female,Age 5-9,97
South Yarra,2037,Female,Age 5-9,98
South Yarra,2038,Female,Age 5-9,98
South Yarra,2039,Female,Age 5-9,97
South Yarra,2040,Female,Age 5-9,96
South Yarra,2020,Male,Age 5-9,81
South Yarra,2021,Male,Age 5-9,80
South Yarra,2022,Male,Age 5-9,81
South Yarra,2023,Male,Age 5-9,84
South Yarra,2024,Male,Age 5-9,88
South Yarra,2025,Male,Age 5-9,92
South Yarra,2026,Male,Age 5-9,98
South Yarra,2027,Male,Age 5-9,104
South Yarra,2028,Male,Age 5-9,111
South Yarra,2029,Male,Age 5-9,118
South Yarra,2030,Male,Age 5-9,122
South Yarra,2031,Male,Age 5-9,126
South Yarra,2032,Male,Age 5-9,130
South Yarra,2033,Male,Age 5-9,132
South Yarra,2034,Male,Age 5-9,134
South Yarra,2035,Male,Age 5-9,136
South Yarra,2036,Male,Age 5-9,138
South Yarra,2037,Male,Age 5-9,139
South Yarra,2038,Male,Age 5-9,140
South Yarra,2039,Male,Age 5-9,139
South Yarra,2040,Male,Age 5-9,139
South Yarra,2020,Female,Age 10-14,69
South Yarra,2021,Female,Age 10-14,74
South Yarra,2022,Female,Age 10-14,69
South Yarra,2023,Female,Age 10-14,71
South Yarra,2024,Female,Age 10-14,69
South Yarra,2025,Female,Age 10-14,70
South Yarra,2026,Female,Age 10-14,68
South Yarra,2027,Female,Age 10-14,69
South Yarra,2028,Female,Age 10-14,62
South Yarra,2029,Female,Age 10-14,64
South Yarra,2030,Female,Age 10-14,67
South Yarra,2031,Female,Age 10-14,78
South Yarra,2032,Female,Age 10-14,86
South Yarra,2033,Female,Age 10-14,96
South Yarra,2034,Female,Age 10-14,106
South Yarra,2035,Female,Age 10-14,113
South Yarra,2036,Female,Age 10-14,118
South Yarra,2037,Female,Age 10-14,123
South Yarra,2038,Female,Age 10-14,128
South Yarra,2039,Female,Age 10-14,131
South Yarra,2040,Female,Age 10-14,133
South Yarra,2020,Male,Age 10-14,37
South Yarra,2021,Male,Age 10-14,41
South Yarra,2022,Male,Age 10-14,39
South Yarra,2023,Male,Age 10-14,39
South Yarra,2024,Male,Age 10-14,38
South Yarra,2025,Male,Age 10-14,40
South Yarra,2026,Male,Age 10-14,40
South Yarra,2027,Male,Age 10-14,40
South Yarra,2028,Male,Age 10-14,41
South Yarra,2029,Male,Age 10-14,43
South Yarra,2030,Male,Age 10-14,46
South Yarra,2031,Male,Age 10-14,52
South Yarra,2032,Male,Age 10-14,58
South Yarra,2033,Male,Age 10-14,64
South Yarra,2034,Male,Age 10-14,72
South Yarra,2035,Male,Age 10-14,78
South Yarra,2036,Male,Age 10-14,78
South Yarra,2037,Male,Age 10-14,79
South Yarra,2038,Male,Age 10-14,81
South Yarra,2039,Male,Age 10-14,81
South Yarra,2040,Male,Age 10-14,82
South Yarra,2020,Female,Age 15-19,123
South Yarra,2021,Female,Age 15-19,102
South Yarra,2022,Female,Age 15-19,106
South Yarra,2023,Female,Age 15-19,118
South Yarra,2024,Female,Age 15-19,128
South Yarra,2025,Female,Age 15-19,130
South Yarra,2026,Female,Age 15-19,134
South Yarra,2027,Female,Age 15-19,137
South Yarra,2028,Female,Age 15-19,141
South Yarra,2029,Female,Age 15-19,148
South Yarra,2030,Female,Age 15-19,152
South Yarra,2031,Female,Age 15-19,148
South Yarra,2032,Female,Age 15-19,148
South Yarra,2033,Female,Age 15-19,149
South Yarra,2034,Female,Age 15-19,149
South Yarra,2035,Female,Age 15-19,149
South Yarra,2036,Female,Age 15-19,153
South Yarra,2037,Female,Age 15-19,155
South Yarra,2038,Female,Age 15-19,156
South Yarra,2039,Female,Age 15-19,159
South Yarra,2040,Female,Age 15-19,162
South Yarra,2020,Male,Age 15-19,152
South Yarra,2021,Male,Age 15-19,127
South Yarra,2022,Male,Age 15-19,140
South Yarra,2023,Male,Age 15-19,153
South Yarra,2024,Male,Age 15-19,162
South Yarra,2025,Male,Age 15-19,165
South Yarra,2026,Male,Age 15-19,168
South Yarra,2027,Male,Age 15-19,171
South Yarra,2028,Male,Age 15-19,176
South Yarra,2029,Male,Age 15-19,181
South Yarra,2030,Male,Age 15-19,183
South Yarra,2031,Male,Age 15-19,183
South Yarra,2032,Male,Age 15-19,184
South Yarra,2033,Male,Age 15-19,183
South Yarra,2034,Male,Age 15-19,181
South Yarra,2035,Male,Age 15-19,182
South Yarra,2036,Male,Age 15-19,189
South Yarra,2037,Male,Age 15-19,195
South Yarra,2038,Male,Age 15-19,200
South Yarra,2039,Male,Age 15-19,205
South Yarra,2040,Male,Age 15-19,211
South Yarra,2020,Female,Age 20-24,173
South Yarra,2021,Female,Age 20-24,158
South Yarra,2022,Female,Age 20-24,157
South Yarra,2023,Female,Age 20-24,169
South Yarra,2024,Female,Age 20-24,170
South Yarra,2025,Female,Age 20-24,160
South Yarra,2026,Female,Age 20-24,153
South Yarra,2027,Female,Age 20-24,155
South Yarra,2028,Female,Age 20-24,161
South Yarra,2029,Female,Age 20-24,163
South Yarra,2030,Female,Age 20-24,162
South Yarra,2031,Female,Age 20-24,161
South Yarra,2032,Female,Age 20-24,159
South Yarra,2033,Female,Age 20-24,157
South Yarra,2034,Female,Age 20-24,155
South Yarra,2035,Female,Age 20-24,154
South Yarra,2036,Female,Age 20-24,153
South Yarra,2037,Female,Age 20-24,152
South Yarra,2038,Female,Age 20-24,150
South Yarra,2039,Female,Age 20-24,149
South Yarra,2040,Female,Age 20-24,149
South Yarra,2020,Male,Age 20-24,131
South Yarra,2021,Male,Age 20-24,119
South Yarra,2022,Male,Age 20-24,117
South Yarra,2023,Male,Age 20-24,119
South Yarra,2024,Male,Age 20-24,117
South Yarra,2025,Male,Age 20-24,113
South Yarra,2026,Male,Age 20-24,114
South Yarra,2027,Male,Age 20-24,116
South Yarra,2028,Male,Age 20-24,120
South Yarra,2029,Male,Age 20-24,121
South Yarra,2030,Male,Age 20-24,121
South Yarra,2031,Male,Age 20-24,120
South Yarra,2032,Male,Age 20-24,119
South Yarra,2033,Male,Age 20-24,117
South Yarra,2034,Male,Age 20-24,117
South Yarra,2035,Male,Age 20-24,117
South Yarra,2036,Male,Age 20-24,116
South Yarra,2037,Male,Age 20-24,115
South Yarra,2038,Male,Age 20-24,114
South Yarra,2039,Male,Age 20-24,114
South Yarra,2040,Male,Age 20-24,115
South Yarra,2020,Female,Age 25-29,333
South Yarra,2021,Female,Age 25-29,322
South Yarra,2022,Female,Age 25-29,331
South Yarra,2023,Female,Age 25-29,339
South Yarra,2024,Female,Age 25-29,348
South Yarra,2025,Female,Age 25-29,366
South Yarra,2026,Female,Age 25-29,368
South Yarra,2027,Female,Age 25-29,357
South Yarra,2028,Female,Age 25-29,348
South Yarra,2029,Female,Age 25-29,343
South Yarra,2030,Female,Age 25-29,326
South Yarra,2031,Female,Age 25-29,321
South Yarra,2032,Female,Age 25-29,321
South Yarra,2033,Female,Age 25-29,328
South Yarra,2034,Female,Age 25-29,330
South Yarra,2035,Female,Age 25-29,329
South Yarra,2036,Female,Age 25-29,325
South Yarra,2037,Female,Age 25-29,319
South Yarra,2038,Female,Age 25-29,312
South Yarra,2039,Female,Age 25-29,306
South Yarra,2040,Female,Age 25-29,304
South Yarra,2020,Male,Age 25-29,315
South Yarra,2021,Male,Age 25-29,306
South Yarra,2022,Male,Age 25-29,313
South Yarra,2023,Male,Age 25-29,322
South Yarra,2024,Male,Age 25-29,326
South Yarra,2025,Male,Age 25-29,338
South Yarra,2026,Male,Age 25-29,343
South Yarra,2027,Male,Age 25-29,338
South Yarra,2028,Male,Age 25-29,333
South Yarra,2029,Male,Age 25-29,320
South Yarra,2030,Male,Age 25-29,300
South Yarra,2031,Male,Age 25-29,293
South Yarra,2032,Male,Age 25-29,296
South Yarra,2033,Male,Age 25-29,303
South Yarra,2034,Male,Age 25-29,305
South Yarra,2035,Male,Age 25-29,303
South Yarra,2036,Male,Age 25-29,299
South Yarra,2037,Male,Age 25-29,293
South Yarra,2038,Male,Age 25-29,286
South Yarra,2039,Male,Age 25-29,280
South Yarra,2040,Male,Age 25-29,277
South Yarra,2020,Female,Age 30-34,321
South Yarra,2021,Female,Age 30-34,317
South Yarra,2022,Female,Age 30-34,325
South Yarra,2023,Female,Age 30-34,342
South Yarra,2024,Female,Age 30-34,348
South Yarra,2025,Female,Age 30-34,359
South Yarra,2026,Female,Age 30-34,365
South Yarra,2027,Female,Age 30-34,363
South Yarra,2028,Female,Age 30-34,351
South Yarra,2029,Female,Age 30-34,348
South Yarra,2030,Female,Age 30-34,356
South Yarra,2031,Female,Age 30-34,354
South Yarra,2032,Female,Age 30-34,354
South Yarra,2033,Female,Age 30-34,351
South Yarra,2034,Female,Age 30-34,332
South Yarra,2035,Female,Age 30-34,306
South Yarra,2036,Female,Age 30-34,297
South Yarra,2037,Female,Age 30-34,303
South Yarra,2038,Female,Age 30-34,310
South Yarra,2039,Female,Age 30-34,310
South Yarra,2040,Female,Age 30-34,307
South Yarra,2020,Male,Age 30-34,347
South Yarra,2021,Male,Age 30-34,340
South Yarra,2022,Male,Age 30-34,346
South Yarra,2023,Male,Age 30-34,365
South Yarra,2024,Male,Age 30-34,379
South Yarra,2025,Male,Age 30-34,391
South Yarra,2026,Male,Age 30-34,397
South Yarra,2027,Male,Age 30-34,396
South Yarra,2028,Male,Age 30-34,383
South Yarra,2029,Male,Age 30-34,377
South Yarra,2030,Male,Age 30-34,386
South Yarra,2031,Male,Age 30-34,394
South Yarra,2032,Male,Age 30-34,389
South Yarra,2033,Male,Age 30-34,370
South Yarra,2034,Male,Age 30-34,350
South Yarra,2035,Male,Age 30-34,329
South Yarra,2036,Male,Age 30-34,325
South Yarra,2037,Male,Age 30-34,330
South Yarra,2038,Male,Age 30-34,334
South Yarra,2039,Male,Age 30-34,332
South Yarra,2040,Male,Age 30-34,327
South Yarra,2020,Female,Age 35-39,213
South Yarra,2021,Female,Age 35-39,223
South Yarra,2022,Female,Age 35-39,242
South Yarra,2023,Female,Age 35-39,270
South Yarra,2024,Female,Age 35-39,288
South Yarra,2025,Female,Age 35-39,301
South Yarra,2026,Female,Age 35-39,307
South Yarra,2027,Female,Age 35-39,314
South Yarra,2028,Female,Age 35-39,318
South Yarra,2029,Female,Age 35-39,315
South Yarra,2030,Female,Age 35-39,314
South Yarra,2031,Female,Age 35-39,324
South Yarra,2032,Female,Age 35-39,325
South Yarra,2033,Female,Age 35-39,314
South Yarra,2034,Female,Age 35-39,310
South Yarra,2035,Female,Age 35-39,320
South Yarra,2036,Female,Age 35-39,320
South Yarra,2037,Female,Age 35-39,315
South Yarra,2038,Female,Age 35-39,321
South Yarra,2039,Female,Age 35-39,308
South Yarra,2040,Female,Age 35-39,276
South Yarra,2020,Male,Age 35-39,175
South Yarra,2021,Male,Age 35-39,183
South Yarra,2022,Male,Age 35-39,197
South Yarra,2023,Male,Age 35-39,218
South Yarra,2024,Male,Age 35-39,234
South Yarra,2025,Male,Age 35-39,245
South Yarra,2026,Male,Age 35-39,248
South Yarra,2027,Male,Age 35-39,254
South Yarra,2028,Male,Age 35-39,254
South Yarra,2029,Male,Age 35-39,254
South Yarra,2030,Male,Age 35-39,253
South Yarra,2031,Male,Age 35-39,257
South Yarra,2032,Male,Age 35-39,260
South Yarra,2033,Male,Age 35-39,253
South Yarra,2034,Male,Age 35-39,252
South Yarra,2035,Male,Age 35-39,255
South Yarra,2036,Male,Age 35-39,261
South Yarra,2037,Male,Age 35-39,256
South Yarra,2038,Male,Age 35-39,248
South Yarra,2039,Male,Age 35-39,241
South Yarra,2040,Male,Age 35-39,217
South Yarra,2020,Female,Age 40-44,78
South Yarra,2021,Female,Age 40-44,79
South Yarra,2022,Female,Age 40-44,86
South Yarra,2023,Female,Age 40-44,94
South Yarra,2024,Female,Age 40-44,107
South Yarra,2025,Female,Age 40-44,121
South Yarra,2026,Female,Age 40-44,128
South Yarra,2027,Female,Age 40-44,136
South Yarra,2028,Female,Age 40-44,146
South Yarra,2029,Female,Age 40-44,152
South Yarra,2030,Female,Age 40-44,157
South Yarra,2031,Female,Age 40-44,160
South Yarra,2032,Female,Age 40-44,164
South Yarra,2033,Female,Age 40-44,168
South Yarra,2034,Female,Age 40-44,172
South Yarra,2035,Female,Age 40-44,173
South Yarra,2036,Female,Age 40-44,177
South Yarra,2037,Female,Age 40-44,180
South Yarra,2038,Female,Age 40-44,175
South Yarra,2039,Female,Age 40-44,172
South Yarra,2040,Female,Age 40-44,178
South Yarra,2020,Male,Age 40-44,147
South Yarra,2021,Male,Age 40-44,152
South Yarra,2022,Male,Age 40-44,163
South Yarra,2023,Male,Age 40-44,184
South Yarra,2024,Male,Age 40-44,206
South Yarra,2025,Male,Age 40-44,231
South Yarra,2026,Male,Age 40-44,245
South Yarra,2027,Male,Age 40-44,258
South Yarra,2028,Male,Age 40-44,272
South Yarra,2029,Male,Age 40-44,287
South Yarra,2030,Male,Age 40-44,295
South Yarra,2031,Male,Age 40-44,296
South Yarra,2032,Male,Age 40-44,302
South Yarra,2033,Male,Age 40-44,308
South Yarra,2034,Male,Age 40-44,316
South Yarra,2035,Male,Age 40-44,320
South Yarra,2036,Male,Age 40-44,323
South Yarra,2037,Male,Age 40-44,326
South Yarra,2038,Male,Age 40-44,315
South Yarra,2039,Male,Age 40-44,314
South Yarra,2040,Male,Age 40-44,330
South Yarra,2020,Female,Age 45-49,151
South Yarra,2021,Female,Age 45-49,149
South Yarra,2022,Female,Age 45-49,153
South Yarra,2023,Female,Age 45-49,161
South Yarra,2024,Female,Age 45-49,165
South Yarra,2025,Female,Age 45-49,174
South Yarra,2026,Female,Age 45-49,183
South Yarra,2027,Female,Age 45-49,195
South Yarra,2028,Female,Age 45-49,212
South Yarra,2029,Female,Age 45-49,234
South Yarra,2030,Female,Age 45-49,256
South Yarra,2031,Female,Age 45-49,276
South Yarra,2032,Female,Age 45-49,291
South Yarra,2033,Female,Age 45-49,309
South Yarra,2034,Female,Age 45-49,327
South Yarra,2035,Female,Age 45-49,341
South Yarra,2036,Female,Age 45-49,344
South Yarra,2037,Female,Age 45-49,348
South Yarra,2038,Female,Age 45-49,352
South Yarra,2039,Female,Age 45-49,360
South Yarra,2040,Female,Age 45-49,371
South Yarra,2020,Male,Age 45-49,105
South Yarra,2021,Male,Age 45-49,106
South Yarra,2022,Male,Age 45-49,107
South Yarra,2023,Male,Age 45-49,111
South Yarra,2024,Male,Age 45-49,117
South Yarra,2025,Male,Age 45-49,119
South Yarra,2026,Male,Age 45-49,126
South Yarra,2027,Male,Age 45-49,136
South Yarra,2028,Male,Age 45-49,142
South Yarra,2029,Male,Age 45-49,156
South Yarra,2030,Male,Age 45-49,171
South Yarra,2031,Male,Age 45-49,182
South Yarra,2032,Male,Age 45-49,190
South Yarra,2033,Male,Age 45-49,205
South Yarra,2034,Male,Age 45-49,216
South Yarra,2035,Male,Age 45-49,224
South Yarra,2036,Male,Age 45-49,226
South Yarra,2037,Male,Age 45-49,230
South Yarra,2038,Male,Age 45-49,239
South Yarra,2039,Male,Age 45-49,244
South Yarra,2040,Male,Age 45-49,248
South Yarra,2020,Female,Age 50-54,91
South Yarra,2021,Female,Age 50-54,89
South Yarra,2022,Female,Age 50-54,89
South Yarra,2023,Female,Age 50-54,94
South Yarra,2024,Female,Age 50-54,96
South Yarra,2025,Female,Age 50-54,99
South Yarra,2026,Female,Age 50-54,105
South Yarra,2027,Female,Age 50-54,101
South Yarra,2028,Female,Age 50-54,101
South Yarra,2029,Female,Age 50-54,104
South Yarra,2030,Female,Age 50-54,104
South Yarra,2031,Female,Age 50-54,110
South Yarra,2032,Female,Age 50-54,120
South Yarra,2033,Female,Age 50-54,129
South Yarra,2034,Female,Age 50-54,143
South Yarra,2035,Female,Age 50-54,159
South Yarra,2036,Female,Age 50-54,169
South Yarra,2037,Female,Age 50-54,179
South Yarra,2038,Female,Age 50-54,189
South Yarra,2039,Female,Age 50-54,200
South Yarra,2040,Female,Age 50-54,209
South Yarra,2020,Male,Age 50-54,71
South Yarra,2021,Male,Age 50-54,67
South Yarra,2022,Male,Age 50-54,69
South Yarra,2023,Male,Age 50-54,73
South Yarra,2024,Male,Age 50-54,74
South Yarra,2025,Male,Age 50-54,76
South Yarra,2026,Male,Age 50-54,76
South Yarra,2027,Male,Age 50-54,75
South Yarra,2028,Male,Age 50-54,77
South Yarra,2029,Male,Age 50-54,77
South Yarra,2030,Male,Age 50-54,77
South Yarra,2031,Male,Age 50-54,81
South Yarra,2032,Male,Age 50-54,87
South Yarra,2033,Male,Age 50-54,95
South Yarra,2034,Male,Age 50-54,105
South Yarra,2035,Male,Age 50-54,114
South Yarra,2036,Male,Age 50-54,125
South Yarra,2037,Male,Age 50-54,134
South Yarra,2038,Male,Age 50-54,140
South Yarra,2039,Male,Age 50-54,147
South Yarra,2040,Male,Age 50-54,157
South Yarra,2020,Female,Age 55-59,125
South Yarra,2021,Female,Age 55-59,120
South Yarra,2022,Female,Age 55-59,120
South Yarra,2023,Female,Age 55-59,123
South Yarra,2024,Female,Age 55-59,122
South Yarra,2025,Female,Age 55-59,121
South Yarra,2026,Female,Age 55-59,117
South Yarra,2027,Female,Age 55-59,118
South Yarra,2028,Female,Age 55-59,116
South Yarra,2029,Female,Age 55-59,118
South Yarra,2030,Female,Age 55-59,121
South Yarra,2031,Female,Age 55-59,121
South Yarra,2032,Female,Age 55-59,124
South Yarra,2033,Female,Age 55-59,124
South Yarra,2034,Female,Age 55-59,124
South Yarra,2035,Female,Age 55-59,130
South Yarra,2036,Female,Age 55-59,136
South Yarra,2037,Female,Age 55-59,145
South Yarra,2038,Female,Age 55-59,159
South Yarra,2039,Female,Age 55-59,175
South Yarra,2040,Female,Age 55-59,193
South Yarra,2020,Male,Age 55-59,117
South Yarra,2021,Male,Age 55-59,106
South Yarra,2022,Male,Age 55-59,109
South Yarra,2023,Male,Age 55-59,110
South Yarra,2024,Male,Age 55-59,111
South Yarra,2025,Male,Age 55-59,111
South Yarra,2026,Male,Age 55-59,107
South Yarra,2027,Male,Age 55-59,106
South Yarra,2028,Male,Age 55-59,104
South Yarra,2029,Male,Age 55-59,104
South Yarra,2030,Male,Age 55-59,107
South Yarra,2031,Male,Age 55-59,111
South Yarra,2032,Male,Age 55-59,108
South Yarra,2033,Male,Age 55-59,110
South Yarra,2034,Male,Age 55-59,113
South Yarra,2035,Male,Age 55-59,115
South Yarra,2036,Male,Age 55-59,122
South Yarra,2037,Male,Age 55-59,127
South Yarra,2038,Male,Age 55-59,137
South Yarra,2039,Male,Age 55-59,153
South Yarra,2040,Male,Age 55-59,169
South Yarra,2020,Female,Age 60-64,134
South Yarra,2021,Female,Age 60-64,136
South Yarra,2022,Female,Age 60-64,134
South Yarra,2023,Female,Age 60-64,135
South Yarra,2024,Female,Age 60-64,131
South Yarra,2025,Female,Age 60-64,135
South Yarra,2026,Female,Age 60-64,125
South Yarra,2027,Female,Age 60-64,119
South Yarra,2028,Female,Age 60-64,117
South Yarra,2029,Female,Age 60-64,113
South Yarra,2030,Female,Age 60-64,106
South Yarra,2031,Female,Age 60-64,104
South Yarra,2032,Female,Age 60-64,103
South Yarra,2033,Female,Age 60-64,102
South Yarra,2034,Female,Age 60-64,104
South Yarra,2035,Female,Age 60-64,106
South Yarra,2036,Female,Age 60-64,112
South Yarra,2037,Female,Age 60-64,107
South Yarra,2038,Female,Age 60-64,110
South Yarra,2039,Female,Age 60-64,118
South Yarra,2040,Female,Age 60-64,115
South Yarra,2020,Male,Age 60-64,154
South Yarra,2021,Male,Age 60-64,156
South Yarra,2022,Male,Age 60-64,154
South Yarra,2023,Male,Age 60-64,155
South Yarra,2024,Male,Age 60-64,153
South Yarra,2025,Male,Age 60-64,153
South Yarra,2026,Male,Age 60-64,145
South Yarra,2027,Male,Age 60-64,138
South Yarra,2028,Male,Age 60-64,138
South Yarra,2029,Male,Age 60-64,133
South Yarra,2030,Male,Age 60-64,126
South Yarra,2031,Male,Age 60-64,122
South Yarra,2032,Male,Age 60-64,119
South Yarra,2033,Male,Age 60-64,118
South Yarra,2034,Male,Age 60-64,120
South Yarra,2035,Male,Age 60-64,125
South Yarra,2036,Male,Age 60-64,127
South Yarra,2037,Male,Age 60-64,127
South Yarra,2038,Male,Age 60-64,130
South Yarra,2039,Male,Age 60-64,133
South Yarra,2040,Male,Age 60-64,134
South Yarra,2020,Female,Age 65-69,130
South Yarra,2021,Female,Age 65-69,130
South Yarra,2022,Female,Age 65-69,133
South Yarra,2023,Female,Age 65-69,141
South Yarra,2024,Female,Age 65-69,144
South Yarra,2025,Female,Age 65-69,144
South Yarra,2026,Female,Age 65-69,140
South Yarra,2027,Female,Age 65-69,137
South Yarra,2028,Female,Age 65-69,131
South Yarra,2029,Female,Age 65-69,125
South Yarra,2030,Female,Age 65-69,123
South Yarra,2031,Female,Age 65-69,118
South Yarra,2032,Female,Age 65-69,114
South Yarra,2033,Female,Age 65-69,111
South Yarra,2034,Female,Age 65-69,108
South Yarra,2035,Female,Age 65-69,101
South Yarra,2036,Female,Age 65-69,101
South Yarra,2037,Female,Age 65-69,98
South Yarra,2038,Female,Age 65-69,101
South Yarra,2039,Female,Age 65-69,103
South Yarra,2040,Female,Age 65-69,102
South Yarra,2020,Male,Age 65-69,121
South Yarra,2021,Male,Age 65-69,121
South Yarra,2022,Male,Age 65-69,128
South Yarra,2023,Male,Age 65-69,130
South Yarra,2024,Male,Age 65-69,135
South Yarra,2025,Male,Age 65-69,133
South Yarra,2026,Male,Age 65-69,130
South Yarra,2027,Male,Age 65-69,123
South Yarra,2028,Male,Age 65-69,119
South Yarra,2029,Male,Age 65-69,112
South Yarra,2030,Male,Age 65-69,107
South Yarra,2031,Male,Age 65-69,102
South Yarra,2032,Male,Age 65-69,104
South Yarra,2033,Male,Age 65-69,96
South Yarra,2034,Male,Age 65-69,97
South Yarra,2035,Male,Age 65-69,92
South Yarra,2036,Male,Age 65-69,86
South Yarra,2037,Male,Age 65-69,89
South Yarra,2038,Male,Age 65-69,87
South Yarra,2039,Male,Age 65-69,89
South Yarra,2040,Male,Age 65-69,94
South Yarra,2020,Female,Age 70-74,161
South Yarra,2021,Female,Age 70-74,167
South Yarra,2022,Female,Age 70-74,177
South Yarra,2023,Female,Age 70-74,185
South Yarra,2024,Female,Age 70-74,184
South Yarra,2025,Female,Age 70-74,187
South Yarra,2026,Female,Age 70-74,184
South Yarra,2027,Female,Age 70-74,181
South Yarra,2028,Female,Age 70-74,185
South Yarra,2029,Female,Age 70-74,185
South Yarra,2030,Female,Age 70-74,178
South Yarra,2031,Female,Age 70-74,176
South Yarra,2032,Female,Age 70-74,171
South Yarra,2033,Female,Age 70-74,166
South Yarra,2034,Female,Age 70-74,155
South Yarra,2035,Female,Age 70-74,156
